Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Genotype]	Characteristics[Organism]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [GENOTYPE]
GSM356429 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 20 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL20, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356429 extract 1	total RNA	P-GSE14225-5	GSM356429 LE 1	biotin	P-GSE14225-6	GSM356429	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356429.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356429_sample_table.txt norm	GSM356429_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356428 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 16 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL16, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356428 extract 1	total RNA	P-GSE14225-5	GSM356428 LE 1	biotin	P-GSE14225-6	GSM356428	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356428.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356428_sample_table.txt norm	GSM356428_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356427 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 12 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL12, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356427 extract 1	total RNA	P-GSE14225-5	GSM356427 LE 1	biotin	P-GSE14225-6	GSM356427	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356427.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356427_sample_table.txt norm	GSM356427_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356426 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 8 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL8, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356426 extract 1	total RNA	P-GSE14225-5	GSM356426 LE 1	biotin	P-GSE14225-6	GSM356426	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356426.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356426_sample_table.txt norm	GSM356426_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356425 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus kaiABC-null mutant cells collected at hour 4 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	kaiABC-null at LL4, rep1	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356425 extract 1	total RNA	P-GSE14225-5	GSM356425 LE 1	biotin	P-GSE14225-6	GSM356425	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356425.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356425_sample_table.txt norm	GSM356425_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	kaiABC-null strain containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356424 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 52 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL52, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356424 extract 1	total RNA	P-GSE14225-5	GSM356424 LE 1	biotin	P-GSE14225-6	GSM356424	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356424.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356424_sample_table.txt norm	GSM356424_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356423 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 48 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL48, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356423 extract 1	total RNA	P-GSE14225-5	GSM356423 LE 1	biotin	P-GSE14225-6	GSM356423	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356423.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356423_sample_table.txt norm	GSM356423_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356422 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 40 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL40, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356422 extract 1	total RNA	P-GSE14225-5	GSM356422 LE 1	biotin	P-GSE14225-6	GSM356422	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356422.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356422_sample_table.txt norm	GSM356422_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356421 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 36 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL36, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356421 extract 1	total RNA	P-GSE14225-5	GSM356421 LE 1	biotin	P-GSE14225-6	GSM356421	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356421.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356421_sample_table.txt norm	GSM356421_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356420 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 32 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL32, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356420 extract 1	total RNA	P-GSE14225-5	GSM356420 LE 1	biotin	P-GSE14225-6	GSM356420	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356420.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356420_sample_table.txt norm	GSM356420_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356419 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 28 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL28, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356419 extract 1	total RNA	P-GSE14225-5	GSM356419 LE 1	biotin	P-GSE14225-6	GSM356419	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356419.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356419_sample_table.txt norm	GSM356419_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356418 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 24 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL24, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356418 extract 1	total RNA	P-GSE14225-5	GSM356418 LE 1	biotin	P-GSE14225-6	GSM356418	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356418.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356418_sample_table.txt norm	GSM356418_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356417 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 20 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL20, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356417 extract 1	total RNA	P-GSE14225-5	GSM356417 LE 1	biotin	P-GSE14225-6	GSM356417	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356417.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356417_sample_table.txt norm	GSM356417_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356416 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 16 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL16, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356416 extract 1	total RNA	P-GSE14225-5	GSM356416 LE 1	biotin	P-GSE14225-6	GSM356416	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356416.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356416_sample_table.txt norm	GSM356416_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356415 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 12 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL12, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356415 extract 1	total RNA	P-GSE14225-5	GSM356415 LE 1	biotin	P-GSE14225-6	GSM356415	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356415.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356415_sample_table.txt norm	GSM356415_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356414 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 8 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL8, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356414 extract 1	total RNA	P-GSE14225-5	GSM356414 LE 1	biotin	P-GSE14225-6	GSM356414	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356414.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356414_sample_table.txt norm	GSM356414_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356413 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 4 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL4, rep2	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356413 extract 1	total RNA	P-GSE14225-5	GSM356413 LE 1	biotin	P-GSE14225-6	GSM356413	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356413.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356413_sample_table.txt norm	GSM356413_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356412 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 48 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL48, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356412 extract 1	total RNA	P-GSE14225-5	GSM356412 LE 1	biotin	P-GSE14225-6	GSM356412	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356412.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356412_sample_table.txt norm	GSM356412_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356411 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 44 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL44, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356411 extract 1	total RNA	P-GSE14225-5	GSM356411 LE 1	biotin	P-GSE14225-6	GSM356411	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356411.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356411_sample_table.txt norm	GSM356411_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356410 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 40 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL40, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356410 extract 1	total RNA	P-GSE14225-5	GSM356410 LE 1	biotin	P-GSE14225-6	GSM356410	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356410.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356410_sample_table.txt norm	GSM356410_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356409 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 36 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL36, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356409 extract 1	total RNA	P-GSE14225-5	GSM356409 LE 1	biotin	P-GSE14225-6	GSM356409	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356409.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356409_sample_table.txt norm	GSM356409_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356408 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 32 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL32, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356408 extract 1	total RNA	P-GSE14225-5	GSM356408 LE 1	biotin	P-GSE14225-6	GSM356408	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356408.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356408_sample_table.txt norm	GSM356408_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356407 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 28 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL28, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356407 extract 1	total RNA	P-GSE14225-5	GSM356407 LE 1	biotin	P-GSE14225-6	GSM356407	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356407.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356407_sample_table.txt norm	GSM356407_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356406 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 24 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL24, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356406 extract 1	total RNA	P-GSE14225-5	GSM356406 LE 1	biotin	P-GSE14225-6	GSM356406	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356406.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356406_sample_table.txt norm	GSM356406_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356405 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 20 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL20, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356405 extract 1	total RNA	P-GSE14225-5	GSM356405 LE 1	biotin	P-GSE14225-6	GSM356405	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356405.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356405_sample_table.txt norm	GSM356405_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356404 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 16 under continuous light (LL) after two 12-h:12-h light/dark cycles from a continuous culture.	WT at LL16, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356404 extract 1	total RNA	P-GSE14225-5	GSM356404 LE 1	biotin	P-GSE14225-6	GSM356404	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356404.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356404_sample_table.txt norm	GSM356404_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
